indic_nv	unit	geo	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000
FEC_SER	KTOE	ES64	:	9.148	10.016	10.239	9.276	8.922	9.694	9.378	6.771	:	:	:	:	:
FEC_SER	KTOE	ES70	:	376.406	473.935	484.288	438.803	424.815	442.837	503.34	355.574	:	:	:	:	:
FEC_SER	KTOE	FR	:	:	:	:	:	:	:	:	:	21961.96	19979.01	18768.16	17850.15	13617.01
FEC_SER	KTOE	FR10	:	:	:	:	:	:	:	:	:	4603.07	3639.67	4464.59	3415.55	2478.47
FEC_SER	KTOE	FR21	:	:	:	:	:	:	:	:	:	472.27	433.03	401.1	412.8	301.83
FEC_SER	KTOE	FR22	:	:	:	:	:	:	:	:	:	503.7	606.85	584.2	574.88	418.99
FEC_SER	KTOE	FR23	:	:	:	:	:	:	:	:	:	515.67	580.64	570.85	550.47	401.36
FEC_SER	KTOE	FR24	:	:	:	:	:	:	:	:	:	787.61	802.3	757.23	757.31	551.05
FEC_SER	KTOE	FR25	:	:	:	:	:	:	:	:	:	488.87	465.99	410.5	440.65	320.93
FEC_SER	KTOE	FR26	:	:	:	:	:	:	:	:	:	571.72	523.42	517.06	497.02	362.73
FEC_SER	KTOE	FR30	:	:	:	:	:	:	:	:	:	1335.78	1294.59	1136.59	1230.87	899.15
FEC_SER	KTOE	FR41	:	:	:	:	:	:	:	:	:	1046.61	751.19	720.65	713.33	520.64
FEC_SER	KTOE	FR42	:	:	:	:	:	:	:	:	:	741.12	574.71	706.75	540.22	392.23
FEC_SER	KTOE	FR43	:	:	:	:	:	:	:	:	:	423.66	366.87	285.42	346.6	252.24
FEC_SER	KTOE	FR51	:	:	:	:	:	:	:	:	:	1125.17	1081.13	886.27	1009.54	730.72
FEC_SER	KTOE	FR52	:	:	:	:	:	:	:	:	:	966.69	971.84	881.06	:	658.44
FEC_SER	KTOE	FR53	:	:	:	:	:	:	:	:	:	477.44	544.65	456.84	511.32	371.18
FEC_SER	KTOE	FR61	:	:	:	:	:	:	:	:	:	1108.8	976.58	842.99	911.48	659.7
FEC_SER	KTOE	FR62	:	:	:	:	:	:	:	:	:	758.77	863.75	614.08	802.67	579.87
FEC_SER	KTOE	FR63	:	:	:	:	:	:	:	:	:	210.66	232.96	187.14	220.2	160.41
FEC_SER	KTOE	FR71	:	:	:	:	:	:	:	:	:	2379.12	1889.42	1939.78	1766.37	1279.39
FEC_SER	KTOE	FR72	:	:	:	:	:	:	:	:	:	431.08	427.39	349.54	404.82	295.13
FEC_SER	KTOE	FR81	:	:	:	:	:	:	:	:	:	703.33	783	450.78	724.04	522.25
FEC_SER	KTOE	FR82	:	:	:	:	:	:	:	:	:	1630.89	1509.81	1032.69	1410.29	1021.42
FEC_SER	KTOE	FR83	:	:	:	:	:	:	:	:	:	89.57	90.11	65.16	82.84	59.5
FEC_SER	KTOE	FR91	:	:	:	:	:	:	:	:	:	144.77	140.46	125.98	131.84	95.57
FEC_SER	KTOE	FR92	:	:	:	:	:	:	:	:	:	130.13	126.49	113.53	118.91	86.27
FEC_SER	KTOE	FR93	:	:	:	:	:	:	:	:	:	63.82	59.68	51.51	51.87	36.44
FEC_SER	KTOE	FR94	:	:	:	:	:	:	:	:	:	251.64	242.48	215.87	224.26	161.1
FEC_SER	KTOE	HR	712	724.7	755.2	765.2	724.6	718.12	665.95	685.75	690.84	646.25	623.46	584.35	549.03	478.27
FEC_SER	KTOE	HR03	244.28 e	248.64 e	259.1 e	262.6 e	248.6 e	246.41 e	228.51 e	235.3 e	237.05 e	221.75	213.93	200.51	188.39	164.11
FEC_SER	KTOE	HR04	467.72 e	476.06 e	496.1 e	502.6 e	476 e	471.71 e	437.44 e	450.45 e	453.79 e	424.5	409.53	383.84	360.64	314.16
FEC_SER	KTOE	HU10	:	:	:	:	:	:	:	:	:	1438.49	1582.68	1601.75	1601.11	1615.9
FEC_SER	KTOE	HU21	:	:	:	:	:	:	:	:	:	289.92	210.47	208.71	211.27	202.03
FEC_SER	KTOE	HU22	:	:	:	:	:	:	:	:	:	284.17	210.91	208	201.86	183.6
FEC_SER	KTOE	HU23	:	:	:	:	:	:	:	:	:	533.31	541.68	476.73	480.07	444.98
FEC_SER	KTOE	HU31	:	:	:	:	:	:	:	:	:	353.42	257.48	251.87	252.75	239.3
FEC_SER	KTOE	HU32	:	:	:	:	:	:	:	:	:	492.03	328.58	326.84	374.2	315.2
FEC_SER	KTOE	HU33	:	:	:	:	:	:	:	:	:	499.68	299.39	296.16	296.54	279.07
FEC_SER	KTOE	IE	:	358.82	1335.66	1373.74	1486.5	1588.52	1707.18	1566.36	1520.34	1486.45	1552.13	1435.36	1390.37	1340.8
FEC_SER	KTOE	IE01	:	358.82	362.56	397.64	412.35	470.89	426.6	402.33	418.85	:	:	:	:	:
FEC_SER	KTOE	IE02	:	973.1	976.1	1074.15	1117.63	1280.58	1164.03	1101.49	1150.39	:	:	:	:	:
FEC_SER	KTOE	LT	2172.9	2186.3	2127.3	2152.2	2098	2451.8	2472.6	2156.7	1999.9	1887.7	1742.4	1686	1630.7	1526.2
FEC_SER	KTOE	LT00	2172.9	2186.3	2127.3	2152.2	2098	2451.8	2472.6	2156.7	1999.9	1887.7	1742.4	1686	1630.7	1526.2
FEC_SER	KTOE	LU	1653	1631	1579	1727	1737	1702	1673	1650	1701	1557.8	1580.44	1543.28	1479.11	1287.23
FEC_SER	KTOE	LU00	1653	1631	1579	1727	1737	1702	1673	1650	1701	1557.8	1580.44	1543.28	1479.11	1287.23
FEC_SER	KTOE	LV	604	623	559	599	572	610	681	635	591	:	:	:	:	:
FEC_SER	KTOE	LV00	604	623	559	599	572	610	681	635	591	:	:	:	:	:
FEC_SER	KTOE	MK00	720	702	685	695	689	628	628	579	594	:	:	:	:	:
FEC_SER	KTOE	MT	80.15	81.89	78.73	84.5	76.13	66.42	64.85	62.85	57.09	36.9	36.38	33.28	33.09	32.17
FEC_SER	KTOE	MT00	80.15	81.89	78.73	84.5	76.13	66.42	64.85	62.85	57.09	36.9	36.38	33.28	33.09	32.17
FEC_SER	KTOE	NL11	314.5 e	312.88 e	296.75 e	337.27 e	311.18 e	319 e	298.41 e	302.16 e	282.82 e	:	:	:	:	:
FEC_SER	KTOE	NL12	352.48 e	350.66 e	332.58 e	378 e	349.52 e	357.79 e	334.1 e	338.06 e	316.21 e	:	:	:	:	:
FEC_SER	KTOE	NL13	267.77 e	266.39 e	252.65 e	287.15 e	265.56 e	271.54 e	252.94 e	255.02 e	237.72 e	:	:	:	:	:
FEC_SER	KTOE	NL21	616.47 e	613.29 e	581.67 e	661.09 e	610.03 e	623.03 e	580.78 e	586.14 e	545.61 e	:	:	:	:	:
FEC_SER	KTOE	NL22	1090.18 e	1084.56 e	1028.63 e	1169.09 e	1079.24 e	1103.59 e	1029.58 e	1039.97 e	969.83 e	:	:	:	:	:
FEC_SER	KTOE	NL23	211.54 e	210.45 e	199.6 e	226.85 e	207.85 e	210.66 e	194.79 e	195.11 e	179.93 e	:	:	:	:	:
FEC_SER	KTOE	NL31	665.86 e	662.43 e	628.27 e	714.06 e	656.34 e	668.29 e	619.39 e	621.15 e	576.04 e	:	:	:	:	:
FEC_SER	KTOE	NL32	1455.67 e	1448.16 e	1373.49 e	1561.03 e	1434.49 e	1460.88 e	1359.41 e	1372.05 e	1278.23 e	:	:	:	:	:
FEC_SER	KTOE	NL33	1911.89 e	1902.03 e	1803.95 e	2050.28 e	1887.15 e	1925.53 e	1797.46 e	1820.68 e	1700.82 e	:	:	:	:	:
FEC_SER	KTOE	NL34	208.01 e	206.94 e	196.27 e	223.07 e	206.51 e	211.71 e	197.95 e	200.12 e	186.87 e	:	:	:	:	:
FEC_SER	KTOE	NL41	1333 e	1326.12 e	1257.74 e	1429.48 e	1319.64 e	1348.88 e	1258.47 e	1271.71 e	1185.9 e	:	:	:	:	:
FEC_SER	KTOE	NL42	612.3 e	609.14 e	577.73 e	656.62 e	608.5 e	625.09 e	586.72 e	595.83 e	559.02 e	:	:	:	:	:
FEC_SER	KTOE	PT20	150.27 p	156.96	184.51	181.98	195.47	200.14	205.85	:	:	:	:	:	:	:
FEC_SER	KTOE	PT30	182.85 p	188.17	205.98	210.92	217.44	228.45	219.19	:	:	:	:	:	:	:
FEC_TOT	KTOE	AT	:	:	:	:	:	:	:	:	:	25744.75	25350.96	24021.34	23855.25	22392.32
FEC_TOT	KTOE	AT11	:	:	834.95	866.95	791.75	810.68	791.39	791.7	794.73	750.13	743.5	716.71	703.58	561.15
FEC_TOT	KTOE	AT12	:	:	5651.49	5921.75	5481.22	5712.5	5659.44	5678.3	5739.16	5522.31	5351.14	5198.84	5243.74	4826.02
FEC_TOT	KTOE	AT13	:	:	3247.11	3462.99	3283.43	3255.18	3269.34	3368.81	3405.6	3384.05	3360.75	3183.92	3083.63	2886.67
FEC_TOT	KTOE	AT21	:	:	2001.98	2021.88	1876.02	2084.76	2020.55	2030.22	1975.81	1923.61	1928.34	1793.49	1794.68	1648.93
FEC_TOT	KTOE	AT22	:	:	4032.34	4127.76	3860.25	4080.04	4045.74	4135.59	4234.15	3959.92	3798.7	3697.38	3724.04	3622.35
FEC_TOT	KTOE	AT31	:	:	5502.77	5697.09	5346.37	5683.17	5500.63	5518.88	5544.45	5409.07	5470.48	4998.84	5020.85	4818.99
FEC_TOT	KTOE	AT32	:	:	1725.62	1831.74	1702.6	1770.75	1761.79	1773.88	1778.93	1689.49	1652.45	1573.54	1507.21	1403.47
FEC_TOT	KTOE	AT33	:	:	2187.48	2300.29	2186.03	2302.67	2317.3	2338.89	2370.93	2261.12	2218.09	2064.18	1988.48	1873.54
FEC_TOT	KTOE	AT34	:	:	830.98	870.5	839.58	861.89	850.63	862.99	866.37	845.05	827.51	794.44	789.04	751.2
FEC_TOT	KTOE	BG	8596	9044	9050	8720	8486	9553	9748	9882	9516	:	:	:	:	:
FEC_TOT	KTOE	BG31	753 p	739	753	731	721	827	897	920	941	:	:	:	:	:
FEC_TOT	KTOE	BG32	778 p	808	803	776	776	871	928	959	953	:	:	:	:	:
FEC_TOT	KTOE	BG33	947 p	1033	1018	976	948	1116	1131	1150	1072	:	:	:	:	:
FEC_TOT	KTOE	BG34	1164 p	1202	1173	1175	1119	1278	1306	1397	1437	:	:	:	:	:
FEC_TOT	KTOE	BG41	3553 p	3819	3864	3660	3579	3973	3896	3812	3540	:	:	:	:	:
FEC_TOT	KTOE	BG42	1401 p	1443	1439	1402	1343	1488	1590	1644	1573	:	:	:	:	:
FEC_TOT	KTOE	CY	:	:	:	:	:	:	:	:	:	1815	1803	1704	1691	1632
FEC_TOT	KTOE	CY00	:	:	:	:	:	:	:	:	:	1815	1803	1704	1691	1632
FEC_TOT	KTOE	EE00	:	:	:	:	:	:	:	:	:	2805	2659	2523	2568	2407
FEC_TOT	KTOE	ES	:	42235.666	38822	39360.999	37592.001	40448	41207.001	40194	42053	:	:	:	:	:
FEC_TOT	KTOE	ES11	:	2566.841	2725.405	2734.018	2643.564	2823.857	2660.174	2539.973	2553.862	:	:	:	:	:
FEC_TOT	KTOE	ES12	:	1311.513	1343.235	1352.243	1312.412	1416.731	1379.085	1384.883	1523.932	:	:	:	:	:
FEC_TOT	KTOE	ES13	:	770.47	799.814	813.102	793.069	904.907	906.989	884.382	1004.434	:	:	:	:	:
FEC_TOT	KTOE	ES21	:	2894.593	2912.532	2955.284	2869.76	3278.733	3367.568	3002.009	4043.508	:	:	:	:	:
FEC_TOT	KTOE	ES22	:	998.301	775.013	782.876	761.391	846.001	916.158	904.809	1059.446	:	:	:	:	:
FEC_TOT	KTOE	ES23	:	513.814	900.76	918.327	845.452	840.927	302.092	291.889	309.922	:	:	:	:	:
FEC_TOT	KTOE	ES24	:	2010.28	1685.263	1704.773	1657.475	1870.586	1901.27	1864.3	1738.132	:	:	:	:	:
FEC_TOT	KTOE	ES30	:	4295.738	3685.15	3755.719	3497.202	3594.094	4197.475	4351.956	4003.421	:	:	:	:	:
FEC_TOT	KTOE	ES41	:	2995.506	2430.83	2459.413	2359.881	2563.448	2754.416	2636.691	2790.849	:	:	:	:	:
FEC_TOT	KTOE	ES42	:	2092.233	1833.951	1859.018	1796.626	1981.833	2055.253	1883.97	2138.729	:	:	:	:	:
FEC_TOT	KTOE	ES43	:	659.783	619.561	626.754	595.208	609.807	552.759	558.633	495.03	:	:	:	:	:
FEC_TOT	KTOE	ES51	:	8146.425	6516.377	6627.832	6331.133	6888.243	7850.041	7830.909	8014.958	:	:	:	:	:
FEC_TOT	KTOE	ES52	:	3976.401	4288.541	4359.112	4171.391	4579.471	4527.879	4630.019	5263.625	:	:	:	:	:
FEC_TOT	KTOE	ES53	:	577.336	702.255	714.012	658.59	643.871	546.87	573.715	474.018	:	:	:	:	:
FEC_TOT	KTOE	ES61	:	6686.974	5618.609	5678.205	5412.194	5673.018	5574.722	5142.151	5067.945	:	:	:	:	:
FEC_TOT	KTOE	ES62	:	962.122	952.621	967.585	921.241	982.155	941.359	894.815	899.111	:	:	:	:	:
FEC_TOT	KTOE	ES63	:	18.386	19.89	20.303	18.485	17.972	15.11	17.239	13.459	:	:	:	:	:
FEC_TOT	KTOE	ES64	:	18.253	21.756	22.205	20.2	19.605	15.661	15.155	11.617	:	:	:	:	:
FEC_TOT	KTOE	ES70	:	740.697	990.437	1010.218	926.727	912.741	742.12	786.502	647.002	:	:	:	:	:
FEC_TOT	KTOE	FR	:	:	:	:	:	:	:	:	:	158761.72	:	155094.41	:	:
FEC_TOT	KTOE	FR10	:	:	:	:	:	:	:	:	:	25699.11	:	24304.18	:	:
FEC_TOT	KTOE	FR21	:	:	:	:	:	:	:	:	:	4118.06	:	4138.59	:	:
FEC_TOT	KTOE	FR22	:	:	:	:	:	:	:	:	:	5157.31	:	5337.33	:	:
FEC_TOT	KTOE	FR23	:	:	:	:	:	:	:	:	:	5157.82	:	5682.28	:	:
FEC_TOT	KTOE	FR24	:	:	:	:	:	:	:	:	:	6051.76	:	6493.8	:	:
FEC_TOT	KTOE	FR25	:	:	:	:	:	:	:	:	:	3518.23	:	3283.79	:	:
FEC_TOT	KTOE	FR26	:	:	:	:	:	:	:	:	:	4407.33	:	4482.95	:	:
FEC_TOT	KTOE	FR30	:	:	:	:	:	:	:	:	:	14311.82	:	13746.7	:	:
FEC_TOT	KTOE	FR41	:	:	:	:	:	:	:	:	:	8893.59	:	8931.92	:	:
FEC_TOT	KTOE	FR42	:	:	:	:	:	:	:	:	:	5126.33	:	5271.57	:	:
FEC_TOT	KTOE	FR43	:	:	:	:	:	:	:	:	:	3105.48	:	3013.56	:	:
FEC_TOT	KTOE	FR51	:	:	:	:	:	:	:	:	:	8225.83	:	7736.14	:	:
FEC_TOT	KTOE	FR52	:	:	:	:	:	:	:	:	:	7298.35	:	6992.13	:	:
FEC_TOT	KTOE	FR53	:	:	:	:	:	:	:	:	:	4027.57	:	4294.12	:	:
FEC_TOT	KTOE	FR61	:	:	:	:	:	:	:	:	:	8445.47	:	7892.16	:	:
FEC_TOT	KTOE	FR62	:	:	:	:	:	:	:	:	:	5650.2	:	5745.9	:	:
FEC_TOT	KTOE	FR63	:	:	:	:	:	:	:	:	:	1634.09	:	1678.98	:	:
FEC_TOT	KTOE	FR71	:	:	:	:	:	:	:	:	:	16053.63	:	15324.9	:	:
FEC_TOT	KTOE	FR72	:	:	:	:	:	:	:	:	:	3309.18	:	3206.55	:	:
FEC_TOT	KTOE	FR81	:	:	:	:	:	:	:	:	:	4846.78	:	4510.91	:	:
FEC_TOT	KTOE	FR82	:	:	:	:	:	:	:	:	:	13098.29	:	12470.1	:	:
FEC_TOT	KTOE	FR83	:	:	:	:	:	:	:	:	:	625.49	:	555.85	:	:
FEC_TOT	KTOE	HR	5806.09	5902	6189.7	6351.9	6354	6622.67	6480.18	6594.81	6490.43	6168.66	5985.59	5619.42	5492.25	5366.79
FEC_TOT	KTOE	HR03	1819.96 e	1850.02 e	1940.2 e	1991 e	1991.7 e	2075.9 e	2036.14 e	2053.64 e	2011.97 e	1912.76	1851.22	1736.23	1691.18	1646.67
FEC_TOT	KTOE	HR04	3986.13 e	4051.98 e	4249.5 e	4360.9 e	4362.3 e	4546.77 e	4444.04 e	4541.17 e	4478.46 e	4255.9	4134.37	3883.19	3801.07	3720.12
FEC_TOT	KTOE	IE	:	2885.74	10835.7	11316.4	11912.37	12309.64	13181.65	13084.51	12848.34	12017.5	11632.53	11309.32	11261.74	10813.95
FEC_TOT	KTOE	IE01	:	2885.74	3009.66	3213.52	3231.68	3550.63	3525.84	3463.86	3364.98	:	:	:	:	:
FEC_TOT	KTOE	IE02	:	7826.04	8102.88	8680.69	8759.01	9655.81	9620.65	9483.36	9242.13	:	:	:	:	:
FEC_TOT	KTOE	LT	4725	4833.9	4712.7	4756.8	4591	5066	5150.6	4885.5	4597.7	4411.9	4225.4	4095.8	3926.4	3773.7
FEC_TOT	KTOE	LT00	4725	4833.9	4712.7	4756.8	4591	5066	5150.6	4885.5	4597.7	4411.9	4225.4	4095.8	3926.4	3773.7
FEC_TOT	KTOE	LU	3485	3498	3516	3878	3742	3792	3849	3950	3904	3808.39	3596.72	3543.43	3168.82	2812.94
FEC_TOT	KTOE	LU00	3485	3498	3516	3878	3742	3792	3849	3950	3904	3808.39	3596.72	3543.43	3168.82	2812.94
FEC_TOT	KTOE	LV	3964	4123	3964	4189	4114	4272	4466	4296	4109	:	:	:	:	:
FEC_TOT	KTOE	LV00	3964	4123	3964	4189	4114	4272	4466	4296	4109	:	:	:	:	:
FEC_TOT	KTOE	MK00	1759	1828	1895	1802	1671	1771	1793	1702	1678	:	:	:	:	:
FEC_TOT	KTOE	MT	503.1	502.59	516.63	509.56	501.18	481.76	489.02	490.7	470.39	454.77	429.18	423.97	421.77	442.17
FEC_TOT	KTOE	MT00	503.1	502.59	516.63	509.56	501.18	481.76	489.02	490.7	470.39	454.77	429.18	423.97	421.77	442.17
FEC_TOT	KTOE	PT20	265.31 p	267.99	314.26	319.59	328.6	322.03	318.18	:	:	:	:	:	:	:
FEC_TOT	KTOE	PT30	248.86 p	246.45	275.54	282.45	295.11	299.77	287.06	:	:	:	:	:	:	:
FEC_TOT	KTOE	UK	:	:	:	:	124161.88	131257.99	135890.98	137975.64	141037.38	:	:	:	:	:
FEC_TOT	KTOE	UKC1	:	:	:	:	2942.93	3446.18	3549.08	3507.41	3665.85	:	:	:	:	:
FEC_TOT	KTOE	UKC2	:	:	:	:	2635.47	2803.22	2904	2961.91	3067.03	:	:	:	:	:
FEC_TOT	KTOE	UKD1	:	:	:	:	1295.96	1376.63	1424.84	1458.56	1639.72	:	:	:	:	:
FEC_TOT	KTOE	UKD3	:	:	:	:	4526.94	4769.81	4938.43	5043.31	5150.18	:	:	:	:	:
FEC_TOT	KTOE	UKD4	:	:	:	:	2805.31	2984.05	3105.31	3183.67	3317.07	:	:	:	:	:
FEC_TOT	KTOE	UKD6	:	:	:	:	3206.83	3357.03	3418.67	3547.46	3498.96	:	:	:	:	:
FEC_TOT	KTOE	UKD7	:	:	:	:	2470.23	2633.04	2800.09	2824.22	2950.33	:	:	:	:	:
FEC_TOT	KTOE	UKE1	:	:	:	:	3480.8	3790.61	4305.64	4411.48	4440.1	:	:	:	:	:
FEC_TOT	KTOE	UKE2	:	:	:	:	1869.67	1958.05	2042.33	2083.05	2108.69	:	:	:	:	:
FEC_TOT	KTOE	UKE3	:	:	:	:	2493.18	2680.76	2745.73	2831.82	3061.37	:	:	:	:	:
FEC_TOT	KTOE	UKE4	:	:	:	:	3974.56	4217.97	4400.24	4441.23	4569.5	:	:	:	:	:
FEC_TOT	KTOE	UKF1	:	:	:	:	4220.96	4422.99	4626.85	4715.86	4833.1	:	:	:	:	:
FEC_TOT	KTOE	UKF2	:	:	:	:	3624.21	3839.55	4043.49	4099.19	4172.4	:	:	:	:	:
FEC_TOT	KTOE	UKF3	:	:	:	:	1282.41	1338.41	1360.37	1387.86	1397	:	:	:	:	:
FEC_TOT	KTOE	UKG1	:	:	:	:	3074.09	3241.55	3369.24	3379.37	3376.32	:	:	:	:	:
FEC_TOT	KTOE	UKG2	:	:	:	:	3182.34	3389.07	3534.45	3586.29	3627.97	:	:	:	:	:
FEC_TOT	KTOE	UKG3	:	:	:	:	4261.8	4615.86	4838.28	4926	5081.75	:	:	:	:	:
FEC_TOT	KTOE	UKH1	:	:	:	:	4860.25	5020.1	5078.2	5157.55	5215.82	:	:	:	:	:
FEC_TOT	KTOE	UKH2	:	:	:	:	3028.33	3164	3288.09	3327.77	3392.22	:	:	:	:	:
FEC_TOT	KTOE	UKH3	:	:	:	:	3632.14	3948.14	3920.85	4107.62	4258.28	:	:	:	:	:
FEC_TOT	KTOE	UKI1	:	:	:	:	5089.13	5321.19	5389.82	5521.55	5504.13	:	:	:	:	:
FEC_TOT	KTOE	UKI2	:	:	:	:	6411.82	6762.63	6899.48	7028.76	7152.81	:	:	:	:	:
FEC_TOT	KTOE	UKJ1	:	:	:	:	4702.91	4915.91	5147.57	5163.75	5226.6	:	:	:	:	:
FEC_TOT	KTOE	UKJ2	:	:	:	:	4765.74	5008.36	5165.43	5239.66	5339.3	:	:	:	:	:
FEC_TOT	KTOE	UKJ3	:	:	:	:	4412.12	4427.24	4697.26	4789.2	4927.3	:	:	:	:	:
FEC_TOT	KTOE	UKJ4	:	:	:	:	2964.18	3273.73	3471.12	3466.39	3754.19	:	:	:	:	:
FEC_TOT	KTOE	UKK1	:	:	:	:	4415.61	4706.1	4873.34	4927.2	4971.52	:	:	:	:	:
FEC_TOT	KTOE	UKK2	:	:	:	:	2314.58	2421.03	2480.37	2530.17	2571.09	:	:	:	:	:
FEC_TOT	KTOE	UKK3	:	:	:	:	963.67	992.9	1018.68	1045.35	1059.63	:	:	:	:	:
FEC_TOT	KTOE	UKK4	:	:	:	:	1982.78	2052.37	2102.93	2161.58	2280.38	:	:	:	:	:
FEC_TOT	KTOE	UKL1	:	:	:	:	5263.17	5438.91	5772.66	5807.26	5833.21	:	:	:	:	:
FEC_TOT	KTOE	UKL2	:	:	:	:	2725.94	2897.76	3030.34	2979.32	3045.02	:	:	:	:	:
FEC_TOT	KTOE	UKM2	:	:	:	:	6024.3	6461.4	6524.56	6490.76	6686.98	:	:	:	:	:
FEC_TOT	KTOE	UKM3	:	:	:	:	4480.72	4707.24	4820.79	4806.07	4898.59	:	:	:	:	:
FEC_TOT	KTOE	UKM5	:	:	:	:	959.2	1002.59	1023.48	1035.88	1090.98	:	:	:	:	:
FEC_TOT	KTOE	UKM6	:	:	:	:	578.76	606.3	605.31	635.18	602.39	:	:	:	:	:
FEC_TOT	KTOE	UKN0	:	:	:	:	3238.82	3265.32	3173.65	3365.91	3269.6	:	:	:	:	:
